"GENDER","CATEGORY","College Code","College Name","Branch","Place","Last Rank (2022)"
"MALE","BC-B","GVPE","GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING","MECHANICAL ENGINEERING","VISAKHAPATNA M","105324"
"MALE","BC-B","ANCUSF","ANU COLLEGE OF ENGG TECHNOLOGY-SELF FINANCE","MECHANICAL ENGINEERING","GUNTUR","109478"
"MALE","BC-B","SANK","AUDHISANKARA COLLEGE OF ENGG. AND TECHNOLOGY","MECHANICAL ENGINEERING","GUDUR","113652"
"MALE","BC-B","VVIT","VASIREDDY VENKATADRI INST. OF TECHNOLOGY","MECHANICAL ENGINEERING","GUNTUR","116720"
"MALE","BC-B","SVIT","SRI VENKATESWARA INST OF TECHNOLOGY","MECHANICAL ENGINEERING","ANANTAPURAM U","118343"
"MALE","BC-B","DNRE","DNR COLLEGE OF ENGG AND TECH","MECHANICAL ENGINEERING","BHIMAVARAM","119201"
"MALE","BC-B","PREC","DR PAUL RAJS ENGINEERING COLLEGE","MECHANICAL ENGINEERING","YETAPAKA","120063"
"MALE","BC-B","VITB","VISHNU GRP OF INSTNS - VISHNU INST OF TECHNOLOGY","MECHANICAL ENGINEERING","BHIMAVARAM","122564"
"MALE","BC-B","ADTP","ADITYA ENGINEERING COLLEGE","MECHANICAL ENGINEERING","PEDDAPURAM","123525"
"MALE","BC-B","GTNN","GEETHANJALI INST OF SCIENCE AND TECHNOLOGY","MECHANICAL ENGINEERING","NELLORE","123663"
"MALE","BC-B","VRSE","V R SIDDHARTHA ENGINEERING COLLEGE","MECHANICAL ENGINEERING","VIJAYAWADA","124085"
"MALE","BC-B","VSPT","VISAKHA INST OF ENGG AND TECHNOLOGY","MECHANICAL ENGINEERING","VISAKHAPATNA M","124940"
"MALE","BC-B","VITAPU","VIT-AP UNIVERSITY","MECHANICAL ENGINEERING","AMARAVATHI","125485"
"MALE","BC-B","CRRE","SIR C R R COLLEGE OF ENGINEERING","MECHANICAL ENGINEERING","ELURU","129252"
"MALE","BC-B","WISE","WEST GODAVARI INSTT OF SCIENCE AND ENGINEERING","MECHANICAL ENGINEERING","NALLAJERLA","130500"
"MALE","BC-B","MBUTPU1","MOHAN BABU UNIVERSITY","MECHANICAL ENGINEERING","RANGAMPETA","131646"
"MALE","BC-B","PKSK","PRAKASAM ENGINEERING COLLEGE","MECHANICAL ENGINEERING","KANDKUR","131836"
"MALE","BC-B","MRCL","MIRACLE EDNL SOC GROUP OF INSTNS","MECHANICAL ENGINEERING","BHOGAPURAM","132208"
"MALE","BC-B","URCE","USHA RAMA COLL OF ENGG AND TECHNOLOGY","MECHANICAL ENGINEERING","TELAPROLU","133104"
"MALE","BC-B","VLIT","VIGNANS LARA INST. OF TECHNOLOGY AND SCI","MECHANICAL ENGINEERING","VADLAMUDI","135270"
"MALE","BC-B","SRKR","S R K R ENGINEERING COLLEGE","MECHANICAL ENGINEERING","BHIMAVARAM","138131"
"MALE","BC-B","YGVU","YGVU YSR ENGINEERING COLLEGE","MECHANICAL ENGINEERING","PRODDATUR","138172"
"MALE","BC-B","ALIT","ANDHRA LOYOLA INSTT OF ENGG AND TECHNOLOGY","MECHANICAL ENGINEERING","VIJAYAWADA","140347"
"MALE","BC-B","JNTA","JNTUA COLLEGE OF ENGG. ANANTAPURAMU","MECHANICAL ENGINEERING","ANANTAPURAM U","140943"
"MALE","BC-B","KTSP","KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE","MECHANICAL ENGINEERING","DIVILI","142170"
"MALE","BC-B","CHKN","CHAITANYA INST. OF SCI. AND TECHNOLOGY","MECHANICAL ENGINEERING","KAKINADA","142904"
"MALE","BC-B","SDTN","SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY","MECHANICAL ENGINEERING","PUTTUR","143061"
"MALE","BC-B","ABRK","ABR COLLEGE OF ENGG AND TECHNOLOGY","MECHANICAL ENGINEERING","KANIGIRI","143410"
"MALE","BC-B","NBKR","NBKR INSTITUTE OF SCI. AND TECHNOLOGY","MECHANICAL ENGINEERING","VIDYANAGAR","143847"
"MALE","BC-B","ADIT","ADITYA INSTITUTE OF TECHNOLOGY AND MGMT","MECHANICAL ENGINEERING","TEKKALI","147249"
"MALE","BC-B","NARN","NARAYANA ENGINEERING COLLEGE","MECHANICAL ENGINEERING","NELLORE","147324"
"MALE","BC-B","ASTC","AVANTHIS ST THERESSA INSTITUTE OF ENGG AND TECHNOLOGY","MECHANICAL ENGINEERING","CHEEPURUPALLI","147427"
"MALE","BC-B","KHIT","KALLAM HARANADH REDDY INST OF TECH","MECHANICAL ENGINEERING","GUNTUR","147429"
"MALE","BC-B","AITT","ANNAMACHARYA INST OF TECHNOLOGYAND SCIENCES","MECHANICAL ENGINEERING","TIRUPATHI","148308"
"MALE","BC-B","RAGU","RAGHU ENGINEERING COLLEGE","MECHANICAL ENGINEERING","BHEEMUNIPAT NAM","148353"
"MALE","BC-B","BRAUSF","COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE","MECHANICAL ENGINEERING","SRIKAKULAM","150273"
"MALE","BC-B","NRNG","NARAYANA ENGINEERING COLLEGE","MECHANICAL ENGINEERING","GUDUR","151332"
"MALE","BC-B","IDEL","IDEAL INSTITUTE OF TECHNOLOGY","MECHANICAL ENGINEERING","KAKINADA","151937"
"MALE","BC-B","VSVT","SRI VASAVI ENGINEERING COLLEGE","MECHANICAL ENGINEERING","TADEPALLIGUD EM","152543"
"MALE","BC-B","GIER","GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY","MECHANICAL ENGINEERING","RAJAHMUNDRY","152852"
"MALE","BC-B","PVKK","P.V.K.K. INSTITUTE OF TECHNOLOGY","MECHANICAL ENGINEERING","ANANTAPURAM U","153605"
"MALE","BC-B","SRMUPU","S R M UNIVERSITY AP","MECHANICAL ENGINEERING","AMARAVATHI","155113"
"MALE","BC-B","GPRE","G P R ENGINEERING. COLLEGE","MECHANICAL ENGINEERING","KURNOOL","155128"
"MALE","BC-B","BEMA","BHEEMA INST OF TECHNOLOGY AND SCI","MECHANICAL ENGINEERING","ADONI","155749"
"MALE","BC-B","MVRG","M V G R COLLEGE OF ENGINEERNG","MECHANICAL ENGINEERING","VIZIANAGARAM","156618"
"MALE","BC-B","SRIN","SRINIVASA INST OF ENGG AND TECHNOLOGY","MECHANICAL ENGINEERING","CHEYYERU","156632"
"MALE","BC-B","SVPP","SRI VENKATESA PERUMAL COLLEGE OF ENGG. AND TECH","MECHANICAL ENGINEERING","PUTTUR","158764"
"MALE","BC-B","ANURSF","ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE","MECHANICAL ENGINEERING","RAJAHMUNDRY","159272"
"MALE","BC-B","RGIT","RAJIV GANDHI MEMORIAL COLLEGE OF ENGG. AND TECH.","MECHANICAL ENGINEERING","NANDYAL","159370"
"MALE","BC-B","RITV","RAGHU INST. OF TECHNOLOGY","MECHANICAL ENGINEERING","BHEEMUNIPAT NAM","159941"
"MALE","BC-B","RPRA","RISE KRISHNA SAI PRAKASAM GROUP OF INSTITUTIONS","MECHANICAL ENGINEERING","ONGOLE","160098"
"MALE","BC-B","LBCE","LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING","MECHANICAL ENGINEERING","MYLAVARAM","160098"
"MALE","BC-B","ANIL","ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI","MECHANICAL ENGINEERING","BHEEMUNIPAT NAM","160134"
"MALE","BC-B","ASIP","AMRITA SAI INST. OF SCIENCE AND TECHNOLOGY","MECHANICAL ENGINEERING","PARITALA","160469"
"MALE","BC-B","SGVP","SATYA INST OF TECHNOLOGY AND MGMT","MECHANICAL ENGINEERING","VIZIANAGARAM","160942"
"MALE","BC-B","JNTC","JNTUA COLLEGE OF ENGINEERING. KALIKIRI","MECHANICAL ENGINEERING","KALIKIRI","161074"
"MALE","BC-B","MITS","MADANAPALLY INSTITUTE OF TECHNOLOGY AND SCI","MECHANICAL ENGINEERING","MADANAPALLE","161198"
"MALE","BC-B","VIVP","VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY","MECHANICAL ENGINEERING","VISAKHAPATNA M","161284"
"MALE","BC-B","BVCE","B V CHALAMAIAH ENGINEERING COLLEGE","MECHANICAL ENGINEERING","ODALAREVU","161466"
"MALE","BC-B","ACET","ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY","MECHANICAL ENGINEERING","PEDDAPURAM","161702"
"MALE","BC-B","PPSV","PRASAD V POTLURI SIDDHARTHA INSTT OF TECHNOLOGY","MECHANICAL ENGINEERING","VIJAYAWADA","162846"
"MALE","BC-B","AVEV","AVANTHI INST. OF ENGINEERING AND TECHNOLOGY","MECHANICAL ENGINEERING","BHOGAPURAM","163084"
"MALE","BC-B","BABA","BABA INST OF TECH AND SCIENCES","MECHANICAL ENGINEERING","VISAKHAPATNA M","163240"
"MALE","BC-B","GDLV","SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE","MECHANICAL ENGINEERING","GUDLAVALLERU","164868"
"MALE","BC-B","SWRN","SWARNANDHRA COLL. OF ENGG AND TECHNOLOGY","MECHANICAL ENGINEERING","NARSAPURAM","165255"
"MALE","BC-B","ELRU","ELURU COLLEGE OF ENGG AND TECHNOLOGY","MECHANICAL ENGINEERING","ELURU","165301"
"MALE","BC-B","SVCT","SRI VENKATESWARA COLLEGE OF ENGG. AND TECHNOLOGY","MECHANICAL ENGINEERING","CHITTOOR","166478"
"MALE","BC-B","SVCN","SREE VENKATESWARA COLL OF ENGG","MECHANICAL ENGINEERING","NELLORE","166503"
"MALE","BC-B","SASI","SASI INSTITUTE OF TECHNOLOGY AND ENGINEERING","MECHANICAL ENGINEERING","TADEPALLIGUD EM","166528"
"MALE","BC-B","SVCE","SRI VENKATESWARA COLL OF ENGINEERING","MECHANICAL ENGINEERING","TIRUPATHI","166927"
"MALE","BC-B","AITS","ANNAMACHARYA INST OF TECHNOLOGY AND SCIENCES","MECHANICAL ENGINEERING","RAJAMPETA","167051"
"MALE","BC-B","MVRS","M.V.R.COLL OF ENGINEERING AND TECHNOLOGY","MECHANICAL ENGINEERING","PARITALA","167340"
"MALE","BC-B","LENO","LENORA COLLEGE OF ENGINEERING","MECHANICAL ENGINEERING","RAMPACHODAV ARAM","167340"
"MALE","BC-B","WSTM","WELLFARE INST OF SCIENCE TECH AND MGMT","MECHANICAL ENGINEERING","PINAGADI","167435"
"MALE","BC-B","CENUPU","CENTURION UNIVERSITY OF TECHNOLOGY & MANAGEMENT","MECHANICAL ENGINEERING","TEKKALI","167490"
"MALE","BC-B","SRIT","SRINIVASA RAMANUJAN INST OF TECHNOLOGY","MECHANICAL ENGINEERING","ANANTAPURAM U","168099"
"MALE","BC-B","RVJC","R V R AND J C COLLEGE OF ENGINEERING","MECHANICAL ENGINEERING","GUNTUR","168196"
"MALE","BC-B","PRAG","PRAGATI ENGINEERING COLLEGE","MECHANICAL ENGINEERING","PEDDAPURAM","168478"
"MALE","BC-B","PACE","PACE INSTITUTE OF TECHNOLOGY AND SCIENCES","MECHANICAL ENGINEERING","ONGOLE","168755"
"MALE","BC-B","KSRM","K S R M COLLEGE OF ENGINEERING","MECHANICAL ENGINEERING","KADAPA","168755"
"MALE","BC-B","IITM","INDIRA INST OF TECHNOLOGY SCI","MECHANICAL ENGINEERING","MARKAPUR","168912"
"MALE","BC-B","LIET","LENDI INST OF ENGG AND TECHNOLOGY","MECHANICAL ENGINEERING","VIZIANAGARAM","168927"
"MALE","BC-B","ARTB","AVANTHIS RESEARCH AND TECHNOLOGICAL ACADEMY","MECHANICAL ENGINEERING","BHOGAPURAM","169131"
"MALE","BC-B","ANSN","ST. ANNS COLLEGE OF ENGG. AND TECHNOLOGY","MECHANICAL ENGINEERING","CHIRALA","169131"
"MALE","BC-B","AVEN","AVANTHI INSTITUTE OF ENGG. AND TECHNOLOGY","MECHANICAL ENGINEERING","NARSIPATNAM","169131"
"MALE","BC-B","JNTN","JNTUK COLLEGE OF ENGINEERING NARSARAOPETA","MECHANICAL ENGINEERING","NARSARAOPET","169131"
"MALE","BC-B","SRKI","S R K INST. OF TECHNOLOGY","MECHANICAL ENGINEERING","VIJAYAWADA","169131"
"MALE","BC-B","RCEE","RAMACHANDRA COLLEGE OF ENGINEERING","MECHANICAL ENGINEERING","ELURU","169131"
"MALE","BC-B","SKUASF","SRI KRISHNADEVARAYA UNIV.COLL.OF ENG.- SELF FINANCE","MECHANICAL ENGINEERING","ANANTAPURAM U","169131"
"MALE","BC-B","ALTS","ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI","MECHANICAL ENGINEERING","ANANTAPURAM U","169169"
"MALE","BC-B","CVRT","SIR C.V RAMAN INST OF TECHNOLOGY SCIENCES","MECHANICAL ENGINEERING","TADIPATRI","169169"
"MALE","BC-B","GATE","GATES INSTITUTE OF TECHNOLOGY","MECHANICAL ENGINEERING","GOOTY","169169"
"MALE","BC-B","KUPM","KUPPAM ENGINEERING COLLEGE","MECHANICAL ENGINEERING","KUPPAM","169169"
"MALE","BC-B","CHDL","CHADALAWADA RAMANAMMA ENGG. COLLEGE","MECHANICAL ENGINEERING","TIRUPATHI","169169"
"MALE","BC-B","SIST","SIDDHARTHA INST OF SCI AND TECHNOLOGY","MECHANICAL ENGINEERING","PUTTUR","169169"
"MALE","BC-B","SSCC","SRINIVASA INSTITUTE OF TECHNOLOGY AND MANG STUDIES","MECHANICAL ENGINEERING","CHITTOOR","169169"
"MALE","BC-B","CBIT","CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY","MECHANICAL ENGINEERING","PALLAVOLU","169169"
"MALE","BC-B","JONY","ST. JOHNS COLLEGE OF ENGG. AND TECHNOLOGY","MECHANICAL ENGINEERING","YEMMIGANOOR","169169"
"MALE","BC-B","KVSR","DR.K.V.SUBBA REDDY INST. OF TECHNOLOGY","MECHANICAL ENGINEERING","KURNOOL","169169"
"MALE","BC-B","RUCESF","RAYALASEEMA UNIVERSITY COLLEGE OF ENGG-SELF FINANCE","MECHANICAL ENGINEERING","KURNOOL","169169"
"MALE","BC-B","GKCS","GOKULA KRISHNA COLLEGE OF ENGINEERING","MECHANICAL ENGINEERING","SULLURPET","169169"
"MALE","BC-B","VITK","P B R VISVODAYA INSTITUTE OF TECHNOLOGY AND SCI.","MECHANICAL ENGINEERING","KAVALI","169169"
"MALE","BC-B","NRIA","NRI INSTITUTE OF TECHNOLOGY","MECHANICAL ENGINEERING","AGIRIPALLY","169169"
"MALE","BC-B","PPDV","PALADUGU PARVATHI DEVI COLLEGE OF ENGG AND TECH","MECHANICAL ENGINEERING","VIJAYAWADA","169169"
"MALE","BC-B","MICT","DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY","MECHANICAL ENGINEERING","KANCHIKACHER LA","169169"
"MALE","BC-B","PITT","PRIYADARSHINI INST. OF TECHNOLOGY AND SCIENCES","MECHANICAL ENGINEERING","TENALI","169169"
"MALE","BC-B","VSMR","V.S.M COLLEGE OF ENGINEERING","MECHANICAL ENGINEERING","RAMACHANDRA PURAM","169169"
"MALE","BC-B","ACEE","ADARSH COLLEGE OF ENGINEERING","MECHANICAL ENGINEERING","GOLLAPROLU","169169"
"MALE","BC-B","ACES","ADITYA COLLEGE OF ENGINEERING","MECHANICAL ENGINEERING","PEDDAPURAM","169169"
"MALE","BC-B","SSCE","SRI SIVANI COLLEGE OF ENGINEERING","MECHANICAL ENGINEERING","SRIKAKULAM","169169"
"MALE","BC-B","VETS","SR VENKATESWARA COLL OF ENGINEERING","MECHANICAL ENGINEERING","SRIKAKULAM","169169"
"MALE","BC-B","VHNI","SREE VAHINI INSTT OF SCIENCE AND TECHNOLOGY","MECHANICAL ENGINEERING","TIRUVURU","169169"
"MALE","BC-B","GGIB","GOKUL GROUP OF INSTITUTIONS","MECHANICAL ENGINEERING","BOBBILI","169169"
"MALE","BC-B","CEVP","CHAITANYA ENGINEERING COLLEGE","MECHANICAL ENGINEERING","VISAKHAPATNA M","169169"
"MALE","BC-B","GITS","GONNA INST OF INFO TECHNOLOGY SCIENCES","MECHANICAL ENGINEERING","VISAKHAPATNA M","169169"
"MALE","BC-B","VEMU","VEMU INSTITUTE OF TECHNOLOGY","MECHANICAL ENGINEERING","CHITTOOR","171245"
"MALE","BC-B","JNTP","JNTUA COLLEGE OF ENGG PULIVENDULA","MECHANICAL ENGINEERING","PULIVENDULA","172733"
"MALE","BC-C","JNTK","JNTUK COLLEGE OF ENGG. KAKINADA","COMPUTER SCIENCE AND ENGINEERING","KAKINADA","3213"
"MALE","BC-C","AUCE","A U COLLEGE OF ENGG. VISAKHAPATNAM","COMPUTER SCIENCE AND ENGINEERING","VISAKHAPATNA M","3987"
"MALE","BC-C","SVUC","S V U COLLEGE OF ENGG. TIRUPATHI","COMPUTER SCIENCE AND ENGINEERING","TIRUPATHI","5582"
"MALE","BC-C","VRSE","V R SIDDHARTHA ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","VIJAYAWADA","7057"
"MALE","BC-C","GVPE","GAYATHRI VIDYA PARISHAD COLL. OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","VISAKHAPATNA M","7494"
"MALE","BC-C","RVJC","R V R AND J C COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","7646"
"MALE","BC-C","JNTA","JNTUA COLLEGE OF ENGG. ANANTAPURAMU","COMPUTER SCIENCE AND ENGINEERING","ANANTAPURAM U","7839"
"MALE","BC-C","SRKR","S R K R ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","BHIMAVARAM","9017"
"MALE","BC-C","JNTV","JNTUK COLLEGE OF ENGINEERING VIZIANAGARAM","COMPUTER SCIENCE AND ENGINEERING","VIZIANAGARAM","9602"
"MALE","BC-C","MBUTPU1","MOHAN BABU UNIVERSITY","COMPUTER SCIENCE AND ENGINEERING","RANGAMPETA","10348"
"MALE","BC-C","VITAPU","VIT-AP UNIVERSITY","COMPUTER SCIENCE AND ENGINEERING","AMARAVATHI","10970"
"MALE","BC-C","VITAPUMT","VIT-AP UNIVERSITY-5 YEAR INTEGRATED MTECH","COMPUTER SCIENCE AND ENGINEERING","AMARAVATHI","11008"
"MALE","BC-C","VIVP","VIGNANS INSTITUTE OF INFORMATION TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","VISAKHAPATNA M","12538"
"MALE","BC-C","SRMUPU","S R M UNIVERSITY AP","COMPUTER SCIENCE AND ENGINEERING","AMARAVATHI","14136"
"MALE","BC-C","MBUTPU1","MOHAN BABU UNIVERSITY","COMPUTER SCIENCE AND ENGINEERING","RANGAMPETA","14566"
"MALE","BC-C","JNTC","JNTUA COLLEGE OF ENGINEERING. KALIKIRI","COMPUTER SCIENCE AND ENGINEERING","KALIKIRI","14870"
"MALE","BC-C","JNTP","JNTUA COLLEGE OF ENGG PULIVENDULA","COMPUTER SCIENCE AND ENGINEERING","PULIVENDULA","15157"
"MALE","BC-C","VITB","VISHNU GRP OF INSTNS - VISHNU INST OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","BHIMAVARAM","15903"
"MALE","BC-C","PPSV","PRASAD V POTLURI SIDDHARTHA INSTT OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","VIJAYAWADA","16517"
"MALE","BC-C","MVRG","M V G R COLLEGE OF ENGINEERNG","COMPUTER SCIENCE AND ENGINEERING","VIZIANAGARAM","18299"
"MALE","BC-C","GDLV","SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","GUDLAVALLERU","18350"
"MALE","BC-C","GPRE","G P R ENGINEERING. COLLEGE","COMPUTER SCIENCE AND ENGINEERING","KURNOOL","19076"
"MALE","BC-C","GMRI","G M R INSTITUTE OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","RAJAM","19292"
"MALE","BC-C","ANIL","ANIL NEERUKONDA INSTITUTE OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING","BHEEMUNIPAT NAM","21529"
"MALE","BC-C","JNTN","JNTUK COLLEGE OF ENGINEERING NARSARAOPETA","COMPUTER SCIENCE AND ENGINEERING","NARSARAOPET","22270"
"MALE","BC-C","ADIT","ADITYA INSTITUTE OF TECHNOLOGY AND MGMT","COMPUTER SCIENCE AND ENGINEERING","TEKKALI","22762"
"MALE","BC-C","MBUTPU2","MOHAN BABU UNIVERSITY","COMPUTER SCIENCE AND ENGINEERING","RANGAMPETA","22989"
"MALE","BC-C","NBKR","NBKR INSTITUTE OF SCI. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","VIDYANAGAR","24033"
"MALE","BC-C","ANCUSF","ANU COLLEGE OF ENGG TECHNOLOGY-SELF FINANCE","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","24590"
"MALE","BC-C","SRMUPU","S R M UNIVERSITY AP","COMPUTER SCIENCE AND ENGINEERING","AMARAVATHI","25285"
"MALE","BC-C","SRIT","SRINIVASA RAMANUJAN INST OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","ANANTAPURAM U","25633"
"MALE","BC-C","VITAPU","VIT-AP UNIVERSITY","COMPUTER SCIENCE AND ENGINEERING","AMARAVATHI","26773"
"MALE","BC-C","NSRT","NADIMPALLI SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","VISAKHAPATNA M","27304"
"MALE","BC-C","MBUTPU2","MOHAN BABU UNIVERSITY","COMPUTER SCIENCE AND ENGINEERING","RANGAMPETA","28359"
"MALE","BC-C","ADTP","ADITYA ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","PEDDAPURAM","28554"
"MALE","BC-C","ACET","ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","PEDDAPURAM","29999"
"MALE","BC-C","ACES","ADITYA COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","PEDDAPURAM","31900"
"MALE","BC-C","VVIT","VASIREDDY VENKATADRI INST. OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","32643"
"MALE","BC-C","LBCE","LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","MYLAVARAM","32659"
"MALE","BC-C","SDTN","SIDDHARTH INSTITUTE OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","PUTTUR","33245"
"MALE","BC-C","ANURSF","ADI KAVI NANNAYA UNIVERSITY COLLEGE OF ENGG.-SELF FINANCE","COMPUTER SCIENCE AND ENGINEERING","RAJAHMUNDRY","33473"
"MALE","BC-C","YGVU","YGVU YSR ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","PRODDATUR","33722"
"MALE","BC-C","PCEK","G.PULLAIAH COLL. OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","KURNOOL","33976"
"MALE","BC-C","GTNN","GEETHANJALI INST OF SCIENCE AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","NELLORE","34924"
"MALE","BC-C","SAVE","SANKETHIKA VIDYA PARISHAD ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","VISAKHAPATNA M","36279"
"MALE","BC-C","SIMH","SIMHADRI EDNL SOC GRP OF INSTNS","COMPUTER SCIENCE AND ENGINEERING","SABBAVARAM","36676"
"MALE","BC-C","APUCPU","APOLLO UNIVERSITY","COMPUTER SCIENCE AND ENGINEERING","CHITTOOR","36879"
"MALE","BC-C","RITV","RAGHU INST. OF TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","BHEEMUNIPAT NAM","38118"
"MALE","BC-C","PRAG","PRAGATI ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","PEDDAPURAM","38389"
"MALE","BC-C","VSVT","SRI VASAVI ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","TADEPALLIGUD EM","38628"
"MALE","BC-C","AITT","ANNAMACHARYA INST OF TECHNOLOGYAND SCIENCES","COMPUTER SCIENCE AND ENGINEERING","TIRUPATHI","40912"
"MALE","BC-C","AITS","ANNAMACHARYA INST OF TECHNOLOGY AND SCIENCES","COMPUTER SCIENCE AND ENGINEERING","RAJAMPETA","41239"
"MALE","BC-C","APUCPU","APOLLO UNIVERSITY","COMPUTER SCIENCE AND ENGINEERING","CHITTOOR","41406"
"MALE","BC-C","GVPT","G V P COLLEGE FOR DEGREE AND PG COURSES","COMPUTER SCIENCE AND ENGINEERING","VISAKHAPATNA M","41481"
"MALE","BC-C","TMLN","TIRUMALA ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","NARSARAOPET","42374"
"MALE","BC-C","ALTS","ANANTHA LAKSHMI INST OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING","ANANTAPURAM U","43276"
"MALE","BC-C","URCE","USHA RAMA COLL OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","TELAPROLU","43334"
"MALE","BC-C","BESTPU","BHARATIYA ENGG, SCI. &TECH INNOVATION UNIVERSITY","COMPUTER SCIENCE AND ENGINEERING","ANANTAPUR","44166"
"MALE","BC-C","SWRN","SWARNANDHRA COLL. OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","NARSAPURAM","44276"
"MALE","BC-C","KHIT","KALLAM HARANADH REDDY INST OF TECH","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","44537"
"MALE","BC-C","BRAUSF","COLLEGE OF ENGINEERING BR AMBEDKAR UNIV SELF FINANCE","COMPUTER SCIENCE AND ENGINEERING","SRIKAKULAM","44677"
"MALE","BC-C","JONY","ST. JOHNS COLLEGE OF ENGG. AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","YEMMIGANOOR","44738"
"MALE","BC-C","RGIT","RAJIV GANDHI MEMORIAL COLLEGE OF ENGG. AND TECH.","COMPUTER SCIENCE AND ENGINEERING","NANDYAL","45562"
"MALE","BC-C","VLIT","VIGNANS LARA INST. OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING","VADLAMUDI","45886"
"MALE","BC-C","DLBC","DR L BULLAYYA COLL EGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","VISAKHAPATNA M","47063"
"MALE","BC-C","CRRE","SIR C R R COLLEGE OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","ELURU","47580"
"MALE","BC-C","WSTM","WELLFARE INST OF SCIENCE TECH AND MGMT","COMPUTER SCIENCE AND ENGINEERING","PINAGADI","48158"
"MALE","BC-C","PACE","PACE INSTITUTE OF TECHNOLOGY AND SCIENCES","COMPUTER SCIENCE AND ENGINEERING","ONGOLE","49822"
"MALE","BC-C","MITS","MADANAPALLY INSTITUTE OF TECHNOLOGY AND SCI","COMPUTER SCIENCE AND ENGINEERING","MADANAPALLE","50469"
"MALE","BC-C","RAGU","RAGHU ENGINEERING COLLEGE","COMPUTER SCIENCE AND ENGINEERING","BHEEMUNIPAT NAM","50678"
"MALE","BC-C","CIET","CHALAPATHI INST OF ENGG AND TECHNOLOGY","COMPUTER SCIENCE AND ENGINEERING","GUNTUR","50811"
"MALE","BC-C","PYDE","PYDAH COLL OF ENGINEERING","COMPUTER SCIENCE AND ENGINEERING","KAKINADA","51561"
"MALE","BC-C","NEWS","NEWTONS INST OF SCI AND TECH","COMPUTER SCIENCE AND ENGINEERING","MACHERLA","52254"
"MALE","BC-C","KTSP","KAKINADA INSTITUTE OF TECHNOLOGY AND SCIENCE","COMPUTER SCIENCE AND ENGINEERING","DIVILI","53042"
